enc;p5_1;p5_2;p5_3;p5_4;p5_5;p5_6;p5_7;p5_8;p5_9;p5_10;p5_11;p7_1;p7_2;p7_3;p7_4;p7_5;p7_6;p7_7;p8
6481;10;10;10;9;10;9;9;10;9;9;10;9;10;9;10;10;10;10;10
6482;7;9;9;10;6;9;9;8;7;8;9;10;10;10;9;9;9;10;7
6483;7;10;8;9;5;6;8;8;7;8;8;8;9;10;8;9;9;9;8
6484;9;10;10;10;7;9;9;10;10;9;9;9;10;10;9;9;9;9;9
6485;9;8;9;9;7;9;9;10;10;10;9;10;10;10;9;9;8;9;9
6486;9;9;9;10;8;9;9;8;9;9;9;9;10;10;9;9;9;9;8
6487;10;9;10;10;7;10;10;9;10;10;10;9;10;10;10;10;9;10;8
6488;7;8;7;7;5;7;7;7;7;7;7;5;8;8;8;8;7;7;7
6489;9;9;10;10;7;8;9;10;9;9;9;9;9;9;9;9;9;9;8
6490;8;9;9;9;7;8;8;10;9;9;8;7;8;8;8;8;8;8;8
6491;10;9;10;10;8;10;10;10;10;10;10;10;10;10;9;10;10;10;10
6492;9;10;10;10;5;7;10;10;10;10;10;10;5;5;5;5;5;9;7
6493;9;8;8;9;5;9;9;8;9;8;9;8;9;9;8;8;8;9;10
6494;7;8;8;9;8;8;9;8;9;9;8;7;8;8;9;8;7;8;7
6495;7;8;7;8;8;8;7;7;7;7;7;7;8;8;9;9;9;8;7
6496;7;8;8;8;8;9;9;7;8;8;8;8;6;7;8;7;7;10;10
6497;9;9;9;9;6;9;7;9;9;9;9;7;9;9;9;7;8;9;9
6498;9;10;9;10;7;9;9;8;10;9;9;9;8;8;9;8;8;8;8
6499;8;9;9;9;8;9;9;8;8;9;9;9;9;8;9;8;9;8;9
6500;1;5;4;5;1;4;1;3;3;4;4;9;9;10;9;8;8;9;1
6501;1;2;1;5;2;3;3;1;1;2;3;9;9;10;9;9;7;9;1
6502;4;4;4;6;4;4;4;2;4;4;4;8;8;8;8;8;8;8;2
6503;3;7;6;9;6;5;4;6;5;7;8;8;8;8;8;8;8;8;2
6504;8;9;9;10;5;9;9;7;6;8;8;9;9;9;10;8;7;9;5
6505;7;7;6;6;6;7;6;7;6;6;6;8;9;9;8;9;8;9;5
6506;7;6;6;8;5;7;7;4;3;6;5;9;10;10;9;8;7;9;6
6507;7;4;4;6;5;5;8;2;1;1;2;10;10;9;9;9;9;9;6
6508;9;9;9;9;6;5;9;9;6;9;9;9;9;9;9;9;9;9;9
6509;8;10;9;9;8;9;10;8;9;8;8;7;8;8;8;9;8;9;8
6510;10;10;10;10;8;10;10;10;10;10;10;8;9;9;10;9;9;10;10
6511;9;10;9;9;7;9;10;10;10;9;10;9;9;9;9;9;9;10;8
6512;10;9;10;8;7;9;9;10;9;9;9;9;8;9;8;9;9;9;1
6513;9;9;10;10;8;8;6;9;9;10;10;9;9;9;9;8;8;9;8
6514;9;9;10;10;10;9;8;10;10;9;9;8;8;9;9;9;9;9;9
6515;10;8;8;8;8;8;10;8;8;8;8;8;8;8;8;8;7;8;8
6516;8;8;8;8;7;8;8;8;8;8;8;8;8;8;8;8;8;8;9
6517;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9
6518;9;9;9;9;9;9;9;9;9;9;9;8;8;9;8;9;9;9;9
6519;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6520;9;9;9;9;8;9;9;10;9;9;9;9;9;9;9;9;9;9;9
6521;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6522;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6523;9;9;9;9;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6524;9;8;8;8;9;8;8;8;9;8;8;9;10;10;10;10;10;10;9
6547;9;10;9;9;7;8;10;10;10;9;10;9;9;9;9;8;8;10;9
6548;9;9;8;10;10;7;9;5;9;9;9;5;5;10;9;9;9;9;10
6549;10;10;9;10;10;10;10;10;10;10;10;9;9;9;9;8;9;9;10
6550;10;10;10;10;7;10;10;10;10;10;10;10;10;10;10;10;1;9;10
6551;6;6;10;10;10;10;10;8;10;10;10;10;8;8;10;10;10;10;10
6552;9;9;9;9;9;9;9;9;9;9;9;4;9;10;10;10;10;10;8
6553;9;10;9;10;10;10;10;10;10;10;10;8;8;10;10;9;10;10;9
6554;9;9;9;10;10;6;10;9;10;9;9;10;10;10;10;10;10;10;10
6555;10;10;8;9;6;8;8;10;8;9;9;9;9;9;9;7;8;9;10
6556;10;10;10;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10
6557;9;9;9;10;9;8;9;8;9;9;8;10;10;9;9;10;8;10;9
6558;10;7;7;8;7;7;8;7;7;8;7;6;9;9;9;7;6;7;7
6559;7;8;9;9;7;8;8;10;10;9;9;6;7;8;7;7;9;8;8
6560;9;9;9;10;9;8;9;10;10;10;10;7;8;9;7;8;8;8;9
6561;10;10;10;10;9;10;10;10;10;10;10;8;8;8;7;7;8;8;9
6562;9;9;9;8;7;9;8;8;8;9;9;9;9;9;9;9;9;8;10
6563;10;10;10;10;9;8;9;10;10;9;10;7;9;9;6;7;7;9;8
6564;10;10;9;9;6;10;9;10;9;9;8;5;8;10;8;8;9;9;9
6565;8;9;8;9;6;8;8;9;9;8;8;3;8;8;8;8;8;8;8
6566;9;9;7;9;6;6;6;5;8;8;8;7;8;9;8;7;8;8;8
6567;10;10;10;9;10;9;8;9;9;9;9;5;9;9;5;9;7;9;10
6568;9;7;8;8;4;5;5;8;8;8;8;7;8;9;8;9;9;9;8
6569;7;9;9;9;8;9;9;10;10;10;10;10;8;8;8;9;9;10;10
6570;10;10;10;10;10;10;10;10;10;10;10;9;9;10;10;9;9;10;10
6571;6;7;7;9;9;8;7;8;9;7;8;7;9;7;9;9;9;9;6
6572;5;6;6;7;2;5;3;8;7;5;5;4;4;6;5;3;6;5;6
6573;6;6;6;7;7;6;6;6;7;6;7;2;5;7;5;3;3;3;4
6574;1;1;1;1;1;1;2;2;1;2;1;8;9;9;9;7;8;8;2
6575;9;10;9;10;8;10;9;9;10;10;9;7;8;8;8;7;8;8;9
6576;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
6577;1;1;2;3;2;3;2;3;3;3;4;6;8;6;7;8;8;9;1
6578;9;9;9;9;10;9;9;8;9;9;9;10;10;10;10;10;10;1;10
6579;9;10;9;9;9;10;10;10;10;8;8;7;7;10;8;4;8;4;6
6623;3;3;4;4;3;8;9;2;6;5;5;5;3;10;8;9;7;4;6
6624;8;8;7;7;8;7;8;8;8;7;7;9;8;8;8;7;7;7;5
6625;9;9;9;9;9;9;9;9;9;9;9;5;6;6;6;5;4;6;5
6626;7;3;5;5;3;6;7;7;7;7;7;5;4;4;5;4;4;5;6
6627;8;8;8;8;9;9;9;9;5;9;9;7;9;9;9;9;7;9;5
6628;8;7;7;7;5;7;7;8;8;8;8;6;4;5;6;6;5;6;4
6629;6;6;3;6;3;4;4;1;1;1;5;8;8;9;9;1;8;7;4
6630;8;9;9;9;6;10;9;9;10;9;9;9;8;8;9;9;9;9;8
6631;9;9;9;9;8;8;9;8;9;9;9;9;9;9;9;9;9;9;8
6632;10;10;9;9;7;9;9;10;9;9;9;9;9;9;9;9;8;9;8
6633;9;10;9;10;8;9;10;9;9;9;8;9;9;9;9;9;9;10;9
6634;6;6;6;6;5;7;6;5;7;7;7;7;7;7;7;7;7;7;7
6635;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;5;5;10;10
6636;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;10
6637;5;8;8;10;10;5;10;10;10;10;1;8;8;8;8;8;8;8;10
6638;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6639;10;10;10;8;10;10;10;10;10;10;10;6;9;9;9;9;6;9;10
6640;9;10;9;10;8;9;10;10;10;9;9;8;8;10;10;7;7;10;10
6641;9;9;9;9;9;9;9;9;9;9;9;9;4;10;10;9;3;10;10
6642;9;9;9;8;8;9;9;8;8;9;8;9;6;8;9;5;8;8;7
6643;10;10;10;10;5;9;9;10;10;10;10;7;7;7;8;8;5;7;8
6644;7;8;6;7;7;8;9;8;8;8;8;9;10;9;10;9;10;9;9
6645;8;9;9;9;8;9;9;8;9;8;8;10;9;10;10;9;10;10;9
6646;9;8;7;8;8;8;7;8;8;7;8;8;9;9;9;8;9;9;8
6647;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;8;8;9;9
6648;9;9;9;9;7;9;9;9;9;9;9;10;10;10;10;10;10;10;9
6649;9;8;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10
6650;9;9;9;9;9;9;9;8;9;8;9;9;9;9;9;8;9;8;9
6651;9;9;9;9;9;8;9;8;9;8;9;9;8;8;9;8;9;8;9
6652;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6653;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
6654;8;8;8;8;6;8;8;6;7;7;8;8;8;8;8;8;8;8;8
6655;9;8;8;8;8;8;9;9;9;9;9;9;9;8;8;8;8;8;9
6656;8;8;8;8;8;5;8;8;8;8;8;9;9;9;9;9;9;9;10
6657;9;9;8;8;6;8;9;9;9;9;9;8;8;8;8;8;8;8;8
6658;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6659;8;8;8;8;6;8;8;8;8;8;8;9;9;9;9;9;9;9;9
6660;9;9;9;9;5;9;9;9;9;9;9;7;9;9;9;6;8;9;9
6699;8;7;5;6;4;6;7;8;8;8;7;8;8;8;7;5;7;8;6
6700;7;10;9;10;6;7;8;9;9;9;9;9;9;9;9;8;8;9;9
6701;8;7;3;4;3;5;5;8;8;8;8;8;8;6;7;5;7;8;6
6702;10;8;6;7;1;8;8;9;9;10;7;4;1;5;7;1;1;7;2
6703;8;8;8;9;3;8;8;10;10;9;9;8;9;9;10;7;8;10;9
6704;8;9;8;7;9;5;8;9;9;8;8;7;9;9;10;7;8;10;8
6705;7;8;8;9;3;5;2;8;8;8;8;9;9;9;9;8;8;10;9
6706;9;9;9;9;3;9;8;9;9;8;8;9;9;9;9;7;8;10;8
6707;8;8;6;7;2;8;5;8;8;8;9;4;8;8;9;5;4;8;7
6708;8;8;8;8;2;8;2;9;9;9;9;9;9;9;9;8;8;9;9
6709;9;6;9;9;4;7;8;5;7;8;9;8;9;9;9;7;7;8;9
6710;10;10;9;10;6;9;9;10;10;9;9;9;10;10;10;8;9;10;10
6711;7;7;7;5;2;6;4;7;8;9;9;2;8;8;8;2;1;8;8
6712;6;6;7;7;2;5;7;9;9;9;9;3;7;7;9;2;3;9;8
6713;5;8;8;4;5;7;8;9;9;9;9;9;9;9;8;8;9;9;8
6714;8;8;9;9;5;8;9;10;10;9;9;9;10;10;10;9;9;10;10
6715;8;7;7;8;5;7;7;9;9;9;9;9;9;9;9;8;9;9;8
6716;4;8;8;8;4;8;8;10;10;10;9;7;4;8;9;8;9;9;7
6717;5;9;5;8;3;4;4;9;6;8;8;6;9;9;9;7;8;9;4
6718;9;9;9;10;4;8;9;10;9;9;9;6;8;8;9;7;6;8;8
6719;2;4;4;5;4;5;4;5;4;4;3;4;5;4;5;5;4;5;6
6720;10;9;8;8;2;7;8;10;10;9;9;5;6;7;4;7;5;4;7
6721;9;9;9;8;4;8;9;10;8;9;10;6;7;8;5;8;9;5;9
6722;8;9;9;9;4;9;9;10;10;9;10;6;7;7;5;6;4;2;6
6723;1;1;1;1;1;1;1;1;1;1;1;4;1;2;4;1;4;2;3
6724;7;6;6;7;7;7;7;8;7;8;8;8;7;7;7;7;6;7;8
6725;8;8;8;9;1;9;9;9;9;9;9;6;5;5;5;5;5;5;7
6726;9;9;9;9;1;10;10;10;9;10;10;9;8;7;5;2;4;5;7
6727;8;7;6;8;1;9;8;7;8;8;8;6;5;5;5;6;5;6;1
6728;10;9;9;9;1;10;9;10;10;10;10;6;5;6;5;5;5;5;10
6729;9;9;9;9;9;1;10;10;10;9;9;8;8;8;8;8;8;8;10
6730;8;8;8;8;1;8;8;8;8;8;8;7;6;6;6;6;6;6;9
6731;10;10;10;10;1;9;10;9;10;10;9;7;10;6;7;6;7;7;10
6732;9;9;9;9;3;9;9;9;9;9;9;8;8;8;6;8;8;6;9
6733;3;5;5;3;1;5;5;4;2;3;2;5;4;5;4;5;4;5;3
6734;1;10;2;1;1;5;5;10;5;5;4;8;6;7;7;8;6;4;9
6735;9;10;10;10;1;9;10;9;10;9;9;5;6;5;6;4;5;6;6
6774;4;2;4;3;6;6;8;6;8;8;7;7;7;7;7;7;8;8;3
6775;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;8;9
6776;9;9;9;9;9;9;9;10;10;10;10;9;9;9;9;9;9;8;7
6777;9;9;9;9;9;9;8;10;10;8;8;9;9;9;9;9;9;9;9
6778;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10
6779;9;8;8;9;9;9;10;10;10;8;8;9;8;8;9;9;9;8;9
6780;9;9;9;9;9;9;8;8;9;9;9;9;9;9;9;9;8;7;8
6781;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;7
6782;9;9;9;9;9;8;8;8;10;10;10;8;8;8;8;8;9;7;7
6783;9;9;9;9;9;9;9;10;9;9;8;10;9;8;8;8;8;7;8
6784;9;9;9;9;9;9;10;10;10;10;10;8;8;8;8;8;9;7;8
6785;9;9;9;9;9;9;9;10;10;10;10;9;9;9;9;10;10;10;7
6786;10;10;9;10;9;9;9;10;9;9;9;10;9;9;9;9;9;8;10
6787;9;9;9;9;9;9;10;10;10;10;10;9;9;9;9;9;10;8;9
6788;9;9;9;9;9;9;9;10;10;10;10;8;8;8;9;8;6;10;10
6789;8;8;8;8;8;8;8;9;9;9;9;8;8;8;8;9;9;8;8
6790;9;9;9;9;9;9;8;8;9;9;9;9;9;9;9;9;9;9;9
6791;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;8;8;10;1
6792;7;7;8;8;8;8;8;8;8;8;8;9;9;9;8;9;9;9;7
6793;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6794;8;8;9;9;9;9;9;8;8;8;9;8;9;9;8;9;9;9;8
6795;9;9;9;9;9;9;10;10;9;9;9;9;9;9;9;9;9;8;9
6796;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
6797;9;9;9;9;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9
6798;9;9;9;9;9;8;8;9;9;9;9;8;8;8;9;8;9;8;8
6799;10;10;10;10;5;10;10;9;10;9;9;9;10;10;10;10;10;10;10
6800;10;9;9;9;9;9;9;10;10;9;9;9;9;10;9;9;9;9;10
6801;10;10;9;10;10;9;9;10;10;9;9;8;9;10;9;9;9;9;10
6802;10;10;10;10;9;9;9;9;8;8;8;9;9;9;9;9;8;8;8
6803;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;9;8
6804;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9
6805;9;9;9;9;9;9;8;8;8;8;8;9;9;9;9;9;10;8;9
6806;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8
6807;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6808;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
6809;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6810;9;9;9;9;9;10;10;9;9;9;9;9;9;9;9;9;9;9;10
6811;9;9;9;9;9;9;10;10;10;10;10;9;9;9;9;9;9;9;9
6812;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6813;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;8
6814;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;9;10
6815;10;10;10;10;10;10;9;9;10;10;10;9;9;9;9;9;9;9;9
6816;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
6817;9;8;8;8;8;9;9;10;10;10;10;7;9;9;9;10;10;10;10
6818;9;9;9;8;8;9;9;9;9;9;9;8;8;8;8;5;6;8;8
6819;9;9;8;8;7;9;10;9;9;9;9;8;8;8;8;6;8;8;9
6820;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
6821;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
6822;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8
6823;10;9;9;10;10;10;9;9;10;10;10;7;10;10;10;10;10;10;10
6824;7;7;7;7;7;10;8;5;10;9;9;10;10;10;10;10;10;10;10
6825;8;8;7;9;6;10;9;9;9;9;9;9;7;9;9;9;7;7;9
6826;9;10;10;10;8;8;9;9;9;7;7;8;8;8;8;8;8;7;8
6827;7;7;7;8;8;10;10;7;8;8;8;9;9;9;9;9;9;9;8
6828;6;5;5;5;6;6;6;7;7;7;7;4;6;6;7;6;8;8;7
6829;9;9;9;9;8;8;8;4;8;8;8;8;9;10;10;10;10;10;8
6830;8;8;8;8;8;8;7;7;7;9;9;7;9;9;9;9;9;9;10
6831;7;6;7;8;8;8;8;8;9;9;9;8;8;9;9;9;9;9;10
6832;9;7;7;7;7;9;9;9;9;9;9;7;7;9;9;8;10;9;9
6833;9;10;10;10;9;10;10;10;10;10;10;9;9;9;9;9;9;9;10
6834;8;7;9;9;4;8;10;10;10;10;10;7;10;10;10;10;10;10;9
6835;10;10;10;7;7;10;10;8;9;9;9;5;8;8;10;10;8;10;8
6836;7;6;6;7;7;7;8;8;6;6;6;6;8;8;6;6;8;8;7
6837;8;8;8;9;9;9;9;10;10;10;10;7;8;9;9;9;9;9;7
6838;9;8;9;9;9;8;9;9;8;9;9;7;9;9;10;10;10;9;8
6839;8;8;9;9;9;7;7;7;8;8;8;8;8;8;9;7;9;9;8
6840;9;9;9;9;9;9;9;9;9;9;9;8;9;9;10;10;7;10;9
6841;6;7;7;8;5;8;8;9;9;9;9;4;6;7;9;8;8;9;7
6842;9;9;9;9;9;9;10;9;9;9;9;9;9;9;9;9;9;9;10
6843;9;9;9;9;9;9;10;10;10;10;10;9;9;8;8;9;5;7;8
6879;5;5;5;5;5;5;5;5;5;5;5;3;6;6;6;6;2;5;5
6880;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5
6881;3;3;3;2;2;3;4;4;4;3;3;3;3;1;2;1;2;2;3
6882;5;5;6;5;6;6;6;7;7;6;6;5;5;6;7;5;5;6;6
6883;4;3;3;4;3;4;4;3;3;3;3;4;3;5;5;5;5;5;3
6884;7;8;8;8;4;7;8;9;9;8;8;8;4;9;9;9;5;7;9
6885;7;8;6;6;5;7;7;8;8;8;8;9;9;9;9;8;8;8;8
6886;5;5;5;5;4;6;6;8;8;6;6;6;8;8;6;6;5;5;7
6887;8;8;8;7;7;7;8;7;7;8;8;8;8;9;9;9;9;9;9
6888;8;8;9;10;8;8;8;10;10;10;10;9;9;9;9;8;8;9;10
6889;10;10;9;10;5;10;10;8;10;10;10;8;2;5;8;4;5;10;10
6890;9;8;8;8;8;9;9;8;9;8;9;8;8;9;9;9;9;9;8
6891;10;10;10;10;5;9;10;10;10;10;10;8;9;9;10;6;7;10;10
6892;9;9;9;9;4;8;8;9;9;9;9;8;9;9;9;9;9;9;9
6893;10;10;8;10;5;9;9;10;10;10;10;7;8;10;10;7;7;10;10
6894;10;10;10;10;10;10;10;10;10;10;10;8;9;6;9;8;8;10;10
6895;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;8;10
6896;9;9;9;9;9;9;9;9;10;10;10;9;9;9;9;9;9;8;9
6897;8;8;8;8;8;8;8;9;9;8;8;8;8;8;8;8;8;8;8
6898;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10
6899;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
6900;8;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8;8;5;8
6901;7;7;7;7;7;7;8;8;8;8;8;8;9;9;9;9;9;9;8
6902;10;10;10;9;2;9;9;9;9;9;9;5;9;8;9;7;7;9;8
6903;7;7;7;7;6;6;6;8;8;8;8;10;10;10;10;8;10;10;10
6904;7;6;8;8;6;8;8;7;8;8;8;7;8;9;9;9;8;10;7
6905;9;10;10;10;10;9;9;9;10;10;10;10;10;10;10;10;10;10;10
6906;5;5;5;8;8;8;7;8;8;8;8;7;7;8;8;8;8;8;8
6954;9;10;10;10;7;10;10;10;10;10;10;10;10;10;10;10;10;10;10
6955;9;10;8;7;6;9;7;10;9;8;8;9;9;10;7;9;9;10;9
6956;9;10;9;9;8;9;7;10;6;9;8;10;8;9;9;8;6;9;9
6957;8;5;6;9;10;5;7;9;9;9;9;7;8;10;10;8;9;10;10
6958;10;10;10;10;7;10;10;10;10;10;10;9;9;8;10;8;8;9;10
6959;1;10;10;8;7;7;8;9;10;9;9;7;5;8;7;8;9;9;8
6960;8;8;7;7;9;9;8;9;9;9;9;9;9;9;9;10;10;10;9
6961;10;10;10;10;10;10;10;10;10;10;10;5;7;10;10;7;8;10;10
6962;2;9;6;9;9;8;8;10;10;7;7;10;5;10;10;5;10;10;5
6963;9;9;7;7;8;9;9;9;9;9;9;5;6;6;7;7;8;8;8
6964;6;4;4;4;1;5;6;8;8;8;8;6;6;7;7;7;7;7;5
6965;10;10;10;10;10;10;10;10;10;10;10;9;8;8;9;9;9;9;8
6966;4;3;4;4;4;4;3;5;6;6;6;5;5;5;6;5;5;5;6
6967;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;3;1
6968;8;8;5;10;10;9;9;10;10;10;10;10;9;9;10;9;10;10;9
6969;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
6970;10;10;10;10;10;10;10;10;10;10;10;8;8;10;10;10;10;10;10
6971;8;8;8;8;5;6;4;8;7;8;8;6;8;9;10;8;8;8;6
6972;8;10;8;10;9;10;10;10;10;10;10;8;9;10;10;10;10;10;10
6973;8;8;7;8;8;7;5;10;10;7;7;8;9;10;10;10;10;10;5
6974;1;3;2;2;1;1;1;5;5;4;3;5;5;3;6;5;3;6;3
6975;8;9;8;10;9;9;10;10;10;10;10;10;10;10;10;9;9;10;10
6976;8;10;10;10;10;10;10;9;10;10;10;10;10;10;10;8;8;10;9
6977;6;5;8;8;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10
6978;10;9;8;9;9;8;8;10;10;9;9;9;10;10;8;8;8;10;8
6979;5;7;6;4;6;5;4;8;7;8;5;8;7;8;8;4;3;4;5
6980;9;9;8;8;8;8;8;10;10;10;9;8;9;10;10;10;9;9;9
6981;10;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10;10;10;10
6982;7;8;7;6;5;7;10;10;9;10;8;6;7;9;9;8;8;7;7
6983;10;10;10;10;2;10;10;10;10;10;10;7;8;9;10;10;10;10;10
6984;10;10;7;7;7;5;5;4;4;4;4;6;6;7;7;8;8;8;7
6985;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
6986;9;9;9;9;9;9;9;9;9;9;9;5;5;5;9;9;9;9;6
6987;9;7;5;7;8;7;8;8;8;8;8;8;9;9;9;9;9;9;9
6988;8;8;8;9;9;8;8;10;10;10;9;10;8;10;10;10;10;10;9
6989;8;9;10;10;10;10;10;10;10;10;10;9;10;10;10;9;8;10;10
6990;9;9;9;7;7;8;8;9;8;9;9;6;5;8;6;6;6;6;8
6991;9;9;10;10;8;10;10;9;10;10;10;8;8;8;9;8;7;8;9
6992;10;10;9;10;10;10;10;10;10;10;10;10;10;9;10;9;8;10;10
6993;5;10;7;7;6;10;10;10;10;9;7;10;10;10;10;10;10;10;10
7029;7;8;9;9;9;9;9;9;9;9;9;9;9;10;9;9;9;9;9
7030;10;10;9;9;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9
7031;10;9;9;10;9;9;9;8;9;8;9;10;10;10;10;10;10;10;10
7032;8;8;8;8;3;8;8;8;8;8;8;6;8;7;9;9;9;9;9
7033;10;9;10;10;7;9;9;9;10;9;9;10;10;10;10;10;10;10;10
7034;10;10;10;10;10;10;8;9;9;9;9;10;10;10;10;10;10;10;10
7035;9;4;8;9;4;9;9;9;9;9;9;8;8;8;8;8;8;8;9
7036;10;9;10;9;4;9;10;10;9;9;10;9;9;9;9;8;9;9;9
7037;9;9;4;8;5;8;8;8;8;8;8;6;9;9;9;9;9;9;9
7038;8;9;7;9;7;9;9;8;9;9;9;9;9;9;9;9;9;9;9
7039;9;10;10;8;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10
7040;9;9;9;9;6;9;9;9;9;9;9;9;9;9;9;9;9;9;8
7041;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
7042;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
7043;9;6;9;9;9;9;9;7;7;7;7;9;9;9;9;9;9;9;8
7044;10;10;10;10;10;10;10;10;10;10;10;8;10;10;10;10;10;10;10
7045;7;9;9;9;9;9;9;9;9;9;9;8;8;9;9;8;8;8;7
7046;8;8;8;9;9;9;9;8;8;8;8;9;9;9;9;9;9;9;9
7047;10;10;10;8;10;10;10;10;10;9;9;10;10;10;10;10;10;10;10
7048;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
7049;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
7050;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
7051;7;7;4;4;4;6;7;9;9;9;9;8;8;8;8;8;8;8;9
7052;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;10;9;10
7053;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10
7054;8;7;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9
7055;9;8;9;9;10;9;9;10;10;9;9;10;10;10;10;10;10;10;8
7056;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
7057;1;2;8;7;2;2;2;3;1;1;1;2;5;5;4;5;4;4;2
7058;4;4;4;7;4;8;6;2;2;6;7;8;8;8;8;8;8;8;6
7059;9;9;9;9;7;8;8;10;9;9;9;10;10;10;10;10;10;10;9
7060;9;9;9;9;5;9;9;9;9;5;5;4;9;9;9;9;9;9;9
7061;8;10;4;4;4;4;7;8;8;8;8;8;8;8;8;9;8;8;8
7062;9;9;10;10;8;9;9;9;9;9;9;6;8;8;8;8;8;8;9
7063;9;10;10;9;7;10;9;9;9;9;9;10;10;10;10;10;10;10;10
7064;9;10;9;9;9;8;9;8;8;8;9;10;10;10;10;10;10;10;9
7065;10;10;10;9;8;9;10;10;10;9;9;9;9;9;9;9;9;9;9
7066;9;8;9;10;8;9;9;10;10;9;9;5;10;10;10;10;10;10;10
7104;9;9;8;9;3;9;10;9;9;9;9;9;8;9;9;9;9;9;10
7105;9;8;9;8;3;8;9;9;9;9;9;9;8;8;8;7;8;9;8
7106;9;8;9;9;1;9;9;10;9;9;9;9;10;9;9;8;8;9;9
7107;10;10;10;10;1;10;10;6;10;8;8;7;7;8;10;6;6;7;8
7108;8;9;9;9;1;9;9;8;9;9;9;9;7;7;8;5;5;8;9
7109;10;10;10;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10
7110;8;8;9;9;2;10;9;5;9;9;9;5;9;8;9;10;10;10;8
7111;6;7;4;8;8;3;8;8;9;8;7;7;3;10;7;8;8;8;7
7112;10;10;10;10;2;10;10;10;10;10;10;8;8;8;9;8;8;8;10
7113;9;9;8;9;1;8;8;8;8;8;8;8;8;8;8;7;8;8;9
7114;10;10;10;10;2;10;10;10;10;10;10;8;8;10;10;8;8;8;10
